,Unigene ID,BREAST_BT549,BREAST_HS578T,BREAST_MCF7,BREAST_MCF7ADRr,BREAST_MDAMB231,BREAST_MDAMB435,BREAST_MDAN,BREAST_T47D,CNS_SF268,CNS_SF295,CNS_SF539,CNS_SNB19,CNS_SNB75,CNS_U251,COLON_COLO205,COLON_HCC2998,COLON_HCT116,COLON_HCT15,COLON_HT29,COLON_KM12,COLON_SW620,LEUK_CCRFCEM,LEUK_HL60,LEUK_K562,LEUK_MOLT4,LEUK_RPMI8226,LEUK_SR,MELAN_LOXIMVI,MELAN_M14,MELAN_MALME3M,MELAN_SKMEL2,MELAN_SKMEL28,MELAN_SKMEL5,MELAN_UACC257,MELAN_UACC62,NSCLC_A549,NSCLC_EKVX,NSCLC_H226,NSCLC_H23,NSCLC_H322M,NSCLC_H460,NSCLC_H522,NSCLC_HOP62,NSCLC_HOP92,OVAR_IGROV1,OVAR_OVCAR3,OVAR_OVCAR4,OVAR_OVCAR5,OVAR_OVCAR8,OVAR_SKOV3,PROSTATE_DU145,PROSTATE_PC3,RENAL_7860,RENAL_A498,RENAL_ACHN,RENAL_CAKI1,RENAL_RXF393,RENAL_SN12C,RENAL_TK10,RENAL_UO31
223581,Hs.462742,0.252,-0.044,-0.032,-0.157,-0.56,1.907,2.003,0.942,0.004,0.495,-0.403,0.868,0.41,1.871,0.161,-0.257,0.563,0.502,-1.087,-0.059,0.69,0.328,0.019,-0.316,0.002,0.314,-0.108,-0.621,2.037,1.589,1.295,1.92,1.596,1.652,2.475,0.036,1.076,1.191,0.654,0.457,0.457,0.934,-0.095,0.133,0.267,-0.095,0.464,0.396,-0.287,0.362,0.603,-0.072,0.906,0.595,0.922,0.906,1.198,0.212,0.828,0.786
229667,Hs.2006,-0.314,-0.362,1.404,0.342,2.424,-0.343,-0.229,3.449,1.313,0.717,-2.643,1.211,1.045,1.119,-2.865,-2.638,-2.539,2.461,-5.325,-3.294,-4.047,-4.207,-2.743,-2.581,-0.907,-3.178,-3.119,-3.115,-0.698,-0.195,0.261,-0.567,-1.928,0.2,-0.555,-0.874,-0.139,-0.674,0.69,-1.812,2.364,0.171,-0.295,-4.941,1.247,0.499,1.544,-0.748,1.039,0.337,0.065,0.533,1.105,2.504,-0.034,-0.924,0.022,-4.051,1.139,-0.269
229535,,1.126,0.678,-2.161,0.466,1.059,1.063,0.96,-2.379,-0.443,-0.924,1.203,-0.302,0.439,0.428,-0.04,-1.06,0.93,0.527,-0.137,1.412,1.749,0.675,0.744,0.501,-0.8,-0.686,-5.135,-0.611,0.814,-0.233,-0.8,-0.244,0.774,0.101,0.724,1.073,-0.706,-0.576,-0.427,-1.041,0.644,-0.479,-1.179,-2.135,1.865,1.22,0.185,-1.171,0.209,0.471,1.487,0.281,-0.287,0.178,1.16,0.181,-0.484,-0.848,0.522,-0.283
230437,Hs.114246,-0.551,-0.93,-2.301,-0.889,-1.238,-1.551,-0.602,-0.41,-1.943,-0.299,-0.38,-0.924,-0.114,-0.576,2.522,0.866,-0.415,0.34,-0.29,1.099,0.19,-0.556,0.417,-1.371,-0.714,-0.915,-0.401,-0.491,-0.552,-0.101,-1.297,-0.448,-0.172,-0.127,-0.85,-1.505,-0.177,-0.181,-1.713,0.39,-0.464,-2.435,-0.891,-1.227,-0.213,-3.251,-1.037,0.048,-0.992,-1.242,-1.114,-1.078,-1.095,-0.862,-1.621,-0.148,-0.478,-1.593,-1.668,-0.601
234072,,1.086,-0.65,1.16,0.636,0.897,0.759,0.859,2.039,0.435,0.425,0.298,-0.072,0.419,-0.539,0.802,0.408,0.659,0.588,0.031,-0.364,0.049,0.649,0.101,0.207,0.068,1.623,0.795,-0.076,0.664,1.637,1.172,0.539,1.452,0.442,0.485,0.127,0.632,-0.548,0.841,-0.455,0.48,0.722,-0.604,1.765,0.6,0.49,0.854,1.159,-0.155,-0.009,0.336,-0.926,0.184,0.758,0.154,0.554,0.698,-0.261,0.706,0.192
235936,Hs.517296,0.426,-0.119,-0.814,0.462,0.001,-0.514,-0.729,-1.723,-0.531,0.132,-0.091,-0.31,-0.853,0.586,1.306,1.453,-0.103,1.753,1.558,1.339,0.562,0.512,0.473,-0.081,0.759,0.785,1.964,-0.689,-0.739,-1.314,-2.468,-0.893,-1.686,-1.047,-0.958,0.581,0.472,-0.611,-1.555,-0.327,-0.079,-1.394,-0.097,-0.924,-0.34,-0.231,0.325,-0.277,0.677,0.685,1.096,-0.367,0.479,-0.229,-0.577,-0.298,1.088,-0.346,0.562,-1.275
236338,Hs.408312,1.587,0.596,1.155,0.424,1.249,1.24,1.323,0.594,1.718,0.036,-0.122,0.579,0.403,0.382,0.354,-0.399,0.463,0.167,0.261,0.371,0.885,1.617,-1.491,-1.8,0.786,-0.014,0.461,-0.909,0.67,-0.026,-0.872,-0.59,-0.011,-0.941,-0.793,0.601,-1.183,0.726,-0.054,0.804,0.313,-1.795,-1.599,-1.041,0.428,-0.23,0.087,-1.004,0.404,-2.235,0.971,-2.305,-0.554,-0.162,0.203,0.391,0.56,-0.942,-1.422,0.412
238621,Hs.37982,-1.236,0.198,-2.248,0.136,-1.261,-0.151,-0.78,-1.746,-0.911,-1.923,-1.51,1.247,-0.874,1.334,0.232,-1.754,-2.106,-2.298,-1.274,-1.116,-2.073,-1.567,-1.903,-3.691,-1.706,-1.902,-2.664,-2.117,-0.377,1.203,-1.028,-1.376,0.531,0.103,-1.58,0.682,-0.549,-0.147,-2.621,-1.331,-0.277,1.049,-2.336,-3.349,0.142,-0.027,2.145,-2.049,0.722,-1.21,-2.656,-1.294,-0.936,-1.39,-2.393,-1.765,-0.338,-2.166,-2.274,-2.549
240167,Hs.379858,1.602,1.711,-2.219,0.405,2.481,-2.018,-2.209,-0.012,0.872,-2.021,-1.379,-0.493,-1.013,-0.254,0.867,1.322,-0.601,1.115,1.07,1.501,-1.523,-4.061,-2.465,-4.057,-2.519,-2.502,-2.735,-0.545,-2.547,-2.166,-0.822,-3.579,-2.255,-2.399,-1.704,-1.493,0.066,1.349,-0.723,-0.555,-1.499,0.341,-0.566,0.498,0.773,0.96,0.881,0.491,0.556,-1.238,0.234,-0.775,-0.143,-0.651,-0.585,-0.93,0.526,-0.513,-0.471,0.625
241408,Hs.484779,0.477,0.801,0.299,0.528,0.212,1.615,1.421,-0.456,0.692,0.375,1.046,0.278,0.283,0.081,0.491,0.696,0.166,0.436,-0.485,0.397,0.148,0.617,0.292,0.539,0.401,0.236,0.597,-0.315,1.098,1.617,0.441,2.26,2.099,1.269,1.226,-0.062,0.005,-0.218,0.025,0.422,0.188,0.15,-0.638,0.089,0.431,-2.383,0.278,-0.507,0.42,0.434,0.013,-0.371,0.36,-0.248,0.373,-0.051,0.326,0.461,0.14,0.053
241080,Hs.278733,0.989,-2.043,1.477,0.346,0.711,0.865,1.182,1.496,0.805,0.709,1.104,-0.191,-1.217,-3.186,1.701,0.94,0.498,-1.011,-2.173,-1.89,-2.965,0.858,0.428,0.083,-2.668,0.109,-2.073,-0.156,0.692,1.684,1.106,0.98,1.671,1.099,0.571,0.584,0.632,0.185,-2.004,0.492,-2.451,-2.36,-3.378,1.525,1.294,0.251,0.16,1.622,-1.13,-3.45,0.677,-0.225,0.379,0.594,0.646,0.55,0.71,0.319,0.818,-2.948
241615,Hs.369188,0.087,-0.623,0.334,-0.662,0.369,1.575,1.564,0.419,0.605,-0.17,-0.329,0.604,0.335,0.832,0.214,0.699,0.039,-0.42,0.042,-0.552,0.249,0.522,0.799,-0.148,-0.013,2.206,-0.231,-0.092,1.687,0.574,0.765,1.093,1.06,0.674,0.099,0.681,0.003,-0.621,0.293,1.419,1.372,0.088,0.4,0.846,1.892,-0.39,0.616,0.919,-0.658,0.181,-0.469,-0.668,0.396,1.502,1.276,0.469,0.712,-0.575,1.16,0.915
241489,Hs.2551,1.237,0.351,-2.227,-0.228,0.992,-4.44,-4.652,0.627,0.787,0.151,-0.157,1.098,-1.274,0.505,-0.622,-0.55,-1.668,-1.534,-1.584,-1.013,0.293,0.732,0.102,-0.501,0.959,-0.026,-0.643,-2.182,-4.156,-1.214,-3.272,-0.429,-4.776,0.045,-3.615,0.492,0.967,-0.499,0.912,-0.136,-0.949,1.162,-1.048,1.404,-0.469,-0.729,1.076,0.757,0.192,0.448,-0.493,0.802,-0.497,-1.777,0.826,0.885,-0.09,-0.598,0.627,0.567
242740,Hs.119023,-0.768,-0.64,-2.284,-0.706,-0.187,-0.288,-0.15,-0.976,-1.513,-0.176,-0.649,0.875,-1.178,0.834,0.219,-0.13,-0.905,-0.418,-0.632,0.712,-0.669,-2.281,-2.229,-0.609,-1.859,-0.852,-0.027,-0.986,-1.313,-1.123,-0.215,-0.305,1.004,-0.972,-1.168,-0.046,-0.161,0.192,-0.711,2.215,1.505,-1.524,-0.055,-0.106,-1.282,0.232,0.723,-0.883,0.223,0.151,-0.587,-0.666,-0.769,-0.434,-0.556,-0.233,0.261,0.104,0.871,-0.307
242844,Hs.24719,-0.431,-1.772,1.053,1.652,0.111,0.249,0.247,0.916,-0.346,-1.747,-1.009,-1.096,-1.458,-0.884,-0.692,0.026,-0.277,0.296,-0.409,-0.221,1.149,1.054,0.114,1.312,-0.407,-0.741,-1.877,-1.027,-0.849,0.976,1.067,0.319,1.178,0.474,0.09,-0.419,0.684,-1.103,0.826,0.475,0.34,1.808,-0.574,-0.108,0.953,0.913,0.76,-0.084,0.276,0.322,-0.216,-0.126,-1.024,0.231,-1.101,0.185,0.703,1.217,-0.098,-0.27
245209,Hs.54073,-0.73,-1.404,-0.167,-0.39,-0.57,-0.153,-0.243,-0.258,-0.616,-0.775,-0.698,0.531,0.717,-0.441,0.713,-0.338,-0.169,0.43,-0.195,0.118,-0.094,0.864,0.119,0.14,0.475,1.214,-1.126,-0.155,0.227,-1.703,-1.157,-0.229,-0.948,-0.577,-1.533,-0.142,-1.49,-0.282,0.03,-1.099,-0.158,0.389,-0.346,-0.467,-0.062,0.656,-0.495,-0.122,-0.223,-0.434,-0.455,-1.06,-0.759,0.049,-1.086,-0.34,-1.17,-0.609,0.145,-0.759
249704,,0.936,1.49,-3.18,0.247,0.504,-0.344,-0.113,0.746,-0.658,1.568,-0.607,0.113,1.603,0.631,-2.354,-0.742,-0.74,-0.617,0.026,-0.838,-1.591,-4.385,-2.308,-2.222,-2.96,0.377,-1.488,0.057,0.496,-2.111,0.06,-0.323,-0.683,-1.279,0.068,-0.025,-0.023,1.512,2.171,-0.303,0.157,-1.445,-0.235,-0.75,-0.362,-0.938,-0.94,-0.391,-0.134,-0.762,0.148,-0.501,0.104,-0.043,-1.042,0.723,1.288,-0.091,0.681,0.467
251531,Hs.486993,0.115,-0.267,-0.256,-0.37,-1.025,0.359,0.444,0.464,0.266,0.234,0.619,-0.011,0.259,-0.002,-0.053,-0.081,-0.261,-0.303,0.338,0.383,1.566,0.069,-0.279,-1.227,1.412,0.482,-0.194,0.264,0.497,1.475,0.553,1.637,0.544,0.845,0.824,0.096,0.52,0.099,0.073,1.633,0.807,-1.343,0.919,-0.343,0.374,0.116,0.75,-0.155,-0.412,0.446,0.044,0.121,0.151,0.578,1.778,0.501,0.167,0.058,0.247,1.474
254029,Hs.444247,-3.685,-3.718,-0.242,0.158,-1.424,0.059,-0.07,-0.678,-0.94,-0.169,-1.385,-0.097,-2.018,0.535,0.097,0.642,-0.229,0.163,0.569,0.565,1.237,1.625,1.932,0.192,1.544,0.009,0.655,-0.516,-0.406,-3.237,-2.983,-2.235,-0.313,-2.813,0.734,-0.279,-3.331,0.308,-0.564,0.546,0.418,-1.079,-0.097,-0.626,-1.35,0.004,-2.319,-0.939,-0.282,0.038,-0.228,0.478,0.086,-1.56,0.344,0.082,-4.366,-1.58,0.272,-0.142
257009,,-2.628,-3.293,1.736,-2.864,-4.324,-5.274,-4.971,-2.991,-2.388,0.103,-0.43,-0.992,1.743,0.548,-1.272,-2.366,-2.537,-2.625,-1.018,0.572,-1.019,-4.202,-1.65,-3.278,-4.675,-1.797,-4.893,-3.21,-4.059,-0.966,-2.264,-4.317,-3.587,-1.804,-3.433,-1.876,0.342,0.108,-1.923,-2.365,-3.021,-2.975,-2.58,-5.365,0.087,-0.56,-0.409,-0.708,-2.602,-0.275,-3.026,0.728,-2.858,-0.232,-0.873,1.17,0.59,-2.517,-2.321,0.948
259312,Hs.131704,0.571,0.37,-1.087,-0.476,0.79,-0.578,-0.143,-1.725,-0.794,0.741,-0.133,0.863,1.33,0.247,-1.289,-0.673,-0.886,-0.967,-0.503,0.122,-1.443,-2.565,-1.128,-1.433,-2.534,-1.262,-0.484,0.552,-0.039,-0.051,-0.062,-0.651,-1.413,-1.176,0.051,0.388,0.437,-0.542,-0.083,-0.476,-0.963,-1.645,-0.336,1.649,-0.21,0.036,0.087,0.952,-1.377,0.108,0.222,0.714,0.572,1.097,0.194,1.076,0.786,0.315,-0.706,0.597
259963,Hs.44235,-0.75,-4.051,-0.309,0.78,-0.081,0.023,0.288,-0.103,-1.361,-0.872,-2.333,-3.585,-4.073,-2.308,-1.333,-1.029,0.621,-0.111,-0.257,0.261,-2.871,-3.549,-2.432,-2.329,-3.987,-1.024,-3.773,-0.17,-0.266,0.435,2.002,0.452,0.674,0.499,0.811,1.409,1.182,2.673,0.771,0.029,-1.062,2.036,1.016,-0.294,-0.89,-1.375,-2.481,1.509,1.292,-1.808,1.894,-0.054,-0.002,-0.139,1.793,0.718,-0.248,-0.033,0.745,0.757
259884,Hs.318894,-1.233,-4.228,-0.517,0.709,-0.123,0.039,0.333,-0.224,-1.944,-1.167,-2.065,-3.67,-3.568,-2.331,-1.59,-0.945,0.626,-1.122,-0.398,0.316,-3.64,-4.083,-3.424,-3.272,-4.429,-1.102,-4.385,-0.239,0.212,0.463,1.786,0.256,0.647,0.55,0.678,1.318,1.176,2.84,0.405,-0.238,-0.91,1.966,0.72,-0.467,-0.799,-1.51,-3.157,1.592,1.119,-1.899,1.778,0.163,0.027,-0.092,1.649,0.348,-0.449,-0.215,0.839,0.738
264241,Hs.303454,-0.931,0.089,-4.146,0.132,-1.11,-0.186,0.229,-4.433,-0.576,-1.383,-1.895,-0.437,-1.06,-0.154,0.609,0.669,-0.288,0.67,0.081,-3.955,0.259,-0.645,-0.159,0.525,0.379,-3.067,-0.074,-0.704,0.149,-0.083,-0.877,0.186,0.545,1.335,0.175,1.07,2.281,-0.135,1.595,-0.421,0.21,0.439,-0.803,-0.373,0.413,-0.444,2.211,-0.569,0.145,0.37,-1.882,-0.74,-2.757,-3.404,-0.054,0.84,0.246,-0.792,-4.852,-0.577
265494,Hs.203691,0.121,-0.474,-2.555,-0.657,-0.236,-0.194,-0.092,-1.581,-0.376,1.152,-0.356,1.732,-0.009,1.832,-2.243,-0.146,1.783,-1.636,1.344,-1.17,0.202,-2.916,-3.038,-3.401,-2.415,-2.434,-5.027,-0.537,0.104,0.609,0.356,1.252,-1.501,-0.535,0.846,1.576,-0.302,-1.482,-2.384,-0.358,-0.046,-2.838,0.694,1.346,-1.937,0.203,-1.034,1.962,-1.96,-0.871,1.254,0.498,1.722,0.458,1.32,1.998,0.327,0.246,2.002,2.829
267246,Hs.25363,0.348,0.073,-0.444,0.331,0.977,0.734,0.83,1.589,0.66,-0.4,0.46,0.226,0.497,0.451,0.595,0.421,0.117,0.133,-0.053,-0.3,0.417,-0.763,-0.895,0.376,-1.296,0.817,1.699,-0.258,1.973,1.808,1.047,1.447,1.805,2.905,1.457,0.443,1.249,-0.846,0.859,0.833,0.469,1.434,0.329,1.512,0.718,-0.079,0.508,0.362,0.494,0.987,0.878,0.769,-0.116,0.485,0.89,0.857,0.396,0.077,0.406,0.562
268784,Hs.441550,0.233,1.038,0.673,0.189,0.703,0.527,0.606,0.867,1.627,0.471,-0.317,0.293,1.004,0.395,0.935,-0.224,-0.281,-0.264,1.09,0.113,-0.015,0.328,-0.21,-1.286,0.209,1.607,-0.259,-0.454,1.02,1.134,0.732,0.787,0.329,1.03,0.775,0.637,0.558,0.767,0.228,1.473,0.622,0.009,0.624,1.471,0.356,0.11,-0.029,1.077,0.059,0.442,0.403,-0.596,0.331,1.347,1.463,0.135,0.982,0.532,1.333,1.359
270505,Hs.2399,1.257,1.153,-0.306,0.375,-0.209,1.914,1.882,0.877,0.325,0.551,0.557,-0.66,1.263,-0.026,0.506,-0.1,-0.139,-0.584,0.446,-0.392,-0.117,-2.303,-0.327,-1.203,-1.156,-0.124,-0.963,0.376,1.225,1.706,1.805,0.99,1.848,1.664,1.908,-0.461,0.859,0.306,1.572,0.012,0.863,-0.484,-0.621,1.74,0.535,0.208,0.318,0.03,-0.313,-0.557,0.667,0.333,0.437,1.057,0.459,0.59,0.931,0.927,0.341,0.433
272525,Hs.508910,1.44,0.604,-1.854,1.967,2.242,-2.596,-2.466,0.29,0.424,-0.805,0.9,0.382,-1.034,0.572,-1.461,-0.752,-0.51,1.104,-0.671,0.078,0.199,-2.581,-2.837,-2.673,-2.582,-1.343,-0.923,-0.461,-1.602,-1.503,0.125,-2.691,-2.005,-1.647,-1.01,1.103,0.887,0.603,0.278,0.322,-0.289,0.523,1.587,2.258,1.237,1.604,0.92,0.991,2.225,1.634,1.219,-0.22,1.816,0.842,1.689,1.062,0.915,0.961,1.628,1.533
274024,,0.452,0.206,0.27,-1.903,-0.658,0.945,1.013,-0.848,0.562,0.779,0.111,-0.419,0.258,-0.181,0.532,-0.135,-0.136,0.763,0.907,0.208,-1.16,1.912,1.349,-0.187,0.692,1.408,0.408,0.83,1.248,0.159,0.932,1.355,-0.403,0.703,0.126,-0.315,0.594,-1.128,-0.539,-0.39,-0.14,-0.015,-0.946,0.038,-1.509,-0.347,-0.662,0.316,-2.211,0.588,-1.184,0.502,0.467,-0.074,-0.913,-0.326,0.273,-0.434,-0.55,-0.607
276699,,0.441,0.727,1.266,0.421,-1.279,-0.512,0.191,-0.609,-1.679,-0.692,0.558,-3.73,-0.695,-3.967,-2.223,0.332,-1.675,-0.958,0.118,-2.098,-1.879,-2.729,-2.231,1.182,-2.907,-0.589,-0.123,-0.1,-0.66,-0.596,0.04,-1.026,-3.645,0.182,-1.466,0.358,0.176,0.207,1.326,-0.34,-0.098,0.75,-0.665,-0.128,-2.043,0.345,-0.18,-0.535,1.061,-0.366,-0.714,0.813,-1.54,0.753,-2.732,0.388,0.374,-0.605,-1.779,-2.746
278644,Hs.128188,-1.636,-1.519,-1.439,-1.557,-2.121,-0.734,-0.203,-1.347,-1.198,-1.904,-1.508,-0.851,-0.495,-0.865,-1.116,-0.959,-0.262,-1.08,-1.106,-1.361,-1.34,-0.837,0.132,-0.317,-0.762,-0.694,-1.159,-0.103,-0.314,-0.165,0.076,-0.707,-1.023,-1.055,-0.664,-0.855,-0.718,-1.373,-0.728,-0.482,-0.337,-1.047,-0.848,-1.74,-0.535,1.612,1.817,-0.697,-1.945,-1.026,-0.726,-0.182,-1.024,-0.856,-0.967,-0.256,-1.864,-0.879,-1.549,-1.497
278375,Hs.195471,0.753,-0.334,-0.806,-0.632,-1.065,0.996,0.643,2.294,-0.584,-0.578,-0.545,1.915,-0.551,1.019,-1.598,-0.799,-0.605,-0.933,-1.881,0.481,-1.049,-0.821,-0.881,-1.258,-1.469,-1.099,3.621,0.031,0.586,0.463,-0.377,0.38,-0.567,-0.832,0.369,1.948,0.737,-2.165,0.108,-1.498,0.065,-0.187,-1.015,-0.603,-0.444,1.029,-0.615,0.487,0.212,0.308,0.474,-0.091,1.072,1.322,0.668,1.855,1.142,-0.287,1.813,0.514
279277,Hs.497183,0.921,-0.931,0.351,-0.473,-1.641,-0.393,-0.576,-0.563,-0.327,-0.203,0.441,-0.309,-0.014,-0.769,-0.779,0.083,-0.511,0.141,-0.061,-0.178,-0.319,0.206,-0.224,-0.151,0.46,0.063,0.469,-0.393,0.797,2.158,0.277,1.447,0.688,1.439,-0.69,-0.693,-0.492,-0.493,0.137,-0.389,-0.056,-0.692,-0.646,-2.279,0.506,1.704,1.32,-0.661,-0.372,1.378,-0.19,-1.644,-0.915,-0.373,0.125,-0.027,-0.428,-1.493,0.124,-0.498
279670,Hs.36958,1.865,1.783,-1.103,1.462,2.265,0.033,-0.297,0.744,1.266,0.299,0.962,-0.18,-0.078,0.035,-1.07,-1.435,-0.656,-1.442,0.198,-0.774,-1.107,-3.422,-2.854,-2.102,-2.001,-1.144,-2.907,1.054,-0.253,-0.061,-0.038,1.09,0.486,0.982,-1.088,-0.156,0.086,0.667,-1.386,0.306,0.926,-1.896,0.988,0.633,-0.781,-0.511,0.618,0.588,2.085,0.572,1.118,0.697,0.512,0.279,1.709,0.081,1.231,1.305,0.899,1.761
280800,Hs.435512,-0.624,0.276,0.086,0.65,0.877,-0.398,-0.552,0.901,-0.105,0.979,-0.596,-0.225,0.776,0.02,-0.056,-0.123,2.229,-0.756,0.471,1.236,-0.719,0.699,0.477,-1.717,-2.041,-0.142,-1,-0.201,-0.594,-0.129,0.265,-0.032,-1.727,-1.122,-1.374,0.409,1.167,0.397,0.336,0.738,-0.392,-3.874,1.198,-0.366,-0.834,1.331,0.185,0.715,0.657,0.459,0.091,0.136,1.398,0.348,0.698,0.046,0.276,1.047,0.812,0.647
280758,Hs.159201,1.542,0.706,-1.838,-0.52,0.456,-4.212,-4.02,0.731,1.304,0.254,0.394,1.59,-1.744,1.092,-0.497,-0.105,-1.683,-0.303,-1.061,-0.422,0.588,0.917,-0.089,-0.39,1.029,-0.048,-0.452,-1.745,-4.944,-1.284,-2.852,-0.467,-3.64,0.041,-3.536,0.184,1.3,-0.405,1.243,0.257,-0.956,1.099,-0.721,0.692,-0.268,-0.641,0.839,0.633,-0.322,0.32,-1.262,0.438,-0.005,-2.076,0.473,1.051,0.231,-0.736,0.169,0.63
281199,Hs.264,-0.255,1.418,-0.912,-0.165,-0.273,0.326,-0.125,-1.512,-1.445,-0.866,-0.382,-0.303,0.615,-0.518,0.669,-0.655,0.438,-0.074,-0.25,-0.592,1.137,0.513,-0.908,-0.984,-0.49,0.498,-1.351,-0.231,-0.54,0.309,-0.402,-0.458,0.205,-0.302,0.792,-0.446,-0.009,-0.675,-0.304,-0.012,0.149,-2.656,-0.564,0.36,-1.99,0.144,0.105,0.147,-0.003,-0.618,0.338,0.574,-0.318,-0.726,-0.862,-1.121,-0.856,-0.013,-0.556,-1.066
281392,Hs.234074,-1.245,0.997,-4.988,-1.952,0.734,-1.657,-1.583,-2.203,0.671,-1,-0.575,0.134,-1.539,0.232,-4.849,-4.272,-3.113,-2.726,-3.943,-4.973,-3.258,-4.102,-1.979,-2.536,-4.244,-2.82,-4.342,-1.719,-2.58,-3.553,-2.924,-4.093,-3.467,-2.037,-3.258,-1,1.307,-3.753,-3.514,0.106,-0.306,-3.307,2.185,0.019,-3.173,-0.229,-0.473,0.495,-1.554,-0.156,-0.455,-1.325,1.193,0.83,0.22,3.129,0.141,-5.243,0.772,1.363
285041,,0.099,-4.051,-1.213,2.505,-4.713,-4.403,-4.079,-2.61,1.146,-0.226,0.697,0.772,0.715,0.795,-2.946,-0.504,0.999,0.439,-3.395,0.473,-0.699,-2.325,0.279,0.588,0.931,-2.551,2.029,0.301,-2.386,-2.752,-3.503,-2.805,-3.603,-2.096,-1.632,-0.478,1.278,-2.754,-0.989,-3.417,0.007,-3.318,1.442,1.25,1.642,0.35,1.461,0.336,1.982,0.969,0.703,-0.105,1.412,0.904,-2.755,1.14,1.874,-4.896,-3.348,0.923
285213,Hs.524348,-0.85,-1.568,-2.74,-2.026,-0.081,-3.681,-3.742,-3.016,-1.97,-0.352,-0.416,1.097,-0.436,0.642,-2.636,-2.705,-1.498,-0.16,-3.873,-1.992,-3.133,-2.657,-0.307,-1.144,-3.267,-2.241,-2.981,-1.95,-2.698,-2.868,-2.907,-3.118,-3.513,-2.316,-1.651,-1.604,0.65,-1.609,-2.391,-0.731,0.111,-1.244,-1.314,0.537,1.129,1.112,0.95,-1.12,-2.592,0.076,-1.4,-0.464,0.832,-0.827,0.769,0.703,1.024,-2.823,0.036,0.614
285946,,-0.585,-0.505,0.195,0.73,0.095,-1.02,-0.93,0.353,-0.671,0.059,0.809,0.762,1.198,0.527,0.251,-0.157,-0.349,-1.786,-1.114,-0.475,0.957,1.493,-0.077,-1.697,0.76,-0.371,-0.487,0.187,-0.183,-0.064,-0.355,0.362,-0.701,-0.104,-0.508,0.623,0.165,-0.022,0.348,-0.198,0.021,-1.798,0.943,-0.102,-0.437,-1.506,0.212,0.841,0.349,0.943,0.741,0.343,-0.145,-0.077,-2.187,-0.361,0.812,-0.062,-0.333,-0.095
287239,Hs.108049,-0.495,-0.183,-0.281,0.154,1.174,-0.362,-0.492,-0.825,0.177,0.196,-0.228,-0.127,-0.519,0.047,-0.214,-0.901,-0.584,-0.404,0.22,0.09,-0.584,-3.403,-1.698,-2.746,-2.401,-0.947,-1.584,-0.129,0.751,0.518,-0.523,0.777,0.188,0.177,-0.582,0.852,-0.676,-0.988,-0.643,-0.114,-0.223,-1.221,0.773,0.566,-0.76,0.071,1.56,1.29,0.046,0.49,-0.356,0.578,0.876,0.305,1.887,0.223,0.544,-0.417,1.675,0.574
287568,Hs.482043,0.789,0.258,-0.118,-0.232,1.431,1.616,1.758,0.699,0.165,0.606,0.438,0.651,0.01,0.062,0.364,1.18,-1.996,0.885,0.072,0.247,1.369,1.061,0.71,0.478,1.353,1.14,-0.1,-0.241,1.054,1.024,-0.301,0.268,1.639,1.094,0.493,-0.775,0.655,-0.852,-0.418,-1.02,0.008,0.739,-0.161,1.64,-2.046,0.06,0.504,0.725,0.368,0.479,0.476,-0.295,0.153,-1.314,0.3,0.503,0.26,-0.352,0.515,0.495
288748,Hs.436379,0.894,-1.063,-0.822,-1.32,-1.401,-0.845,-0.655,-1.091,-0.689,-1.047,-1.399,-0.498,0.015,-1.339,-0.463,-0.624,-0.386,-0.551,-2.044,-0.209,-0.853,-0.98,-0.941,-0.18,-1.334,-0.832,-1.804,1.244,-0.378,-1.115,-1.269,-0.973,-0.275,-0.908,-1.08,-0.426,0.293,1.602,-0.837,-1.31,-0.357,-0.764,-1.22,-0.405,-0.043,-0.316,-0.2,-0.106,-0.904,-0.475,-0.613,-0.168,-0.164,0.322,-0.544,-0.349,-0.042,-1.863,1.178,-1.083
289361,,0.483,1.042,0.048,-0.142,-0.065,0.577,0.416,1.188,0.106,0.145,0.367,1.28,1.617,0.639,-0.497,-0.039,0.3,0.681,-0.643,-0.52,-1.063,-1.831,-2.136,-2.336,-2.205,-1.371,-2.523,-0.94,1.362,1.65,0.384,0.646,0.547,-0.592,0.46,-0.166,0.851,1.326,0.254,0.457,-0.078,-0.264,0.166,0.501,0.505,0.675,-0.01,-0.292,0.691,0.029,0.106,-0.403,-0.538,0.152,-0.31,0.113,-0.406,1.4,-0.251,0.252
289939,Hs.441926,-0.074,-0.786,-1.657,-0.018,-0.842,-0.443,-0.556,-0.421,-1.296,-0.068,0.32,-1.325,-0.217,-0.71,1.19,1.625,-0.118,0.24,0.516,0.152,1.431,0.51,1.145,0.144,0.397,-0.406,-0.493,0.175,-0.807,-1.158,-0.472,-0.472,-0.801,-0.134,-0.625,-0.455,-0.451,0.191,-0.394,-0.106,-0.352,-0.94,-0.309,-1.212,-0.248,-0.399,-1.404,-0.073,0.375,-0.327,-0.587,-0.586,-1.21,-0.244,-0.211,-0.093,-0.415,-1.761,-1.193,-0.06
